2417	Control panel INOX	Control pannel box	Dishwasher	1
2418	Control panel INOX	Panel	Washing Machine	1
2419	Control panel INOX	Panel	Washing Machine	1
2420	Control panel BK	Control pannel box	Dishwasher	1
2421	Control panel service part	Control pannel box	Dishwasher	1
2422	Control panel service part	Control pannel box	Dishwasher	1
2423	Control panel service part	Control pannel box	Dishwasher	1
2424	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2425	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2426	Console ,GSFK 6040 DI	Unknown	Dishwasher	0
2427	Console ,set ADP 6950 IX	Unknown	Dishwasher	0
2428	Panel	Panel	Refrigerator	1
2429	Panel	Panel	Refrigerator	1
2430	Bottle shelf	Unknown	Refrigerator	0
2431	Bottle shelf printed	Unknown	Refrigerator	0
2432	Frame lower oven	Unknown	Oven	0
2433	Trim side left	Unknown	Oven	0
2434	Egg trim	Unknown	Refrigerator	0
2435	Protector f.door (set)	Unknown	Dishwasher	0
2436	Separator	Unknown	Freezer	0
2437	Plate handle AV	Handle	Dishwasher	1
2438	Flap	Unknown	Unknown	0
2439	Flap back pressure	Pressure Button	Unknown	1
2440	Flap right	Unknown	Freezer	0
2441	Flap printed	Unknown	Refrigerator	0
2442	Holder tin	Unknown	Unknown	0
2443	Support flap left	Select support	Freezer	1
2444	Holder ,(WH)	Unknown	Refrigerator	0
2445	Unit,pushbutton	Unknown	Microwave	0
2446	Support door handle	Knob/Handle support	Refrigerator	2
2447	Support Sliding base	Select support	Dishwasher	1
2448	Button assembly	Knob / Button	Microwave	1
2449	Button SIL	Knob / Button	Dishwasher	1
2450	Button options WH	Knob / Button	Dishwasher	1
2451	Push button BL	Knob / Button	Oven	1
2452	Plinth	Unknown	Unknown	0
2453	Plinth black,ice-water	Water collector	Freezer	1
2454	Plinth GW ice-water	Water collector	Refrigerator	1
2455	Fixation handle drawer	Detergent Drawer	Washing Machine	1
2456	Control panel	Control pannel box	Refrigerator	1
2457	Base ,HEATER 400 w	Unknown	Oven	0
2458	Catch	Unknown	Refrigerator	0
2459	Drawer fixing bracket	Bracket / support	Cooker Hood	1
2460	Box butter	Electrical box 	Unknown	1
2461	Cover multiflow printed	Unknown	Freezer	0
2462	Cover	Unknown	Freezer	0
2463	Cover drawer ST08	Detergent Drawer	Washing Machine	1
2464	Bonnet top	Unknown	Refrigerator	0
2465	Cover front	External cover	Unknown	1
2466	Cover front air diffuser	Air guide	Air Conditioner	1
2467	Front cover Drawer	External cover	Refrigerator	1
2468	Flap	Unknown	Unknown	0
2469	Frame rear	Unknown	Cooker Hood	0
2470	Glassdoor frame	Unknown	Washing Machine	0
2471	Air guide right	Air guide	Air Conditioner	2
2472	Deflector	Unknown	Unknown	0
2473	Spacebar	Unknown	Refrigerator	0
2474	Air diffuser	Air guide	Refrigerator	1
2475	Air diffuser	Air guide	Refrigerator	1
2476	Dispenser	Unknown	Washing Machine	0
2477	Combidosage cpl.w.KSM sa/sa	Unknown	Dishwasher	0
2478	Front	Unknown	Washing Machine	0
2479	Front panel printed	Panel	Refrigerator	1
2480	Rail drawer	Drawer	Freezer	1
2481	Insert	Unknown	Dishwasher	0
2482	Insert	Unknown	Dishwasher	0
2483	Support	Select support	Refrigerator	1
2484	Insert panel	Panel	Dishwasher	1
2485	Insert panel	Panel	Washing Machine	1
2486	Insert f. control panel BK	Control pannel box	Refrigerator	1
2487	Handle freezer door assembly IX	Knob/Handle support	Freezer	1
2488	Handle	Handle	Unknown	1
2489	Handle insert	Handle	Microwave	1
2490	Handle drawer grey	Detergent Drawer	Washing Machine	1
2491	Handle drawer 6.SENSE, 10 kg	Detergent Drawer	Washing Machine	1
2492	Handle drawer ASM	Detergent Drawer	Washing Machine	1
2493	Door handle	Handle	Unknown	1
2494	Door handle set IS	Handle	Refrigerator	1
2495	Knob	Knob / Button	Cooker Hood	1
2496	Knob gas cooker	Knob / Button	Cooker Hood	1
2497	Knob	Knob / Button	Unknown	1
2498	Knob	Knob / Button	Cooker Hood	1
2499	Knob WH	Knob / Button	Dishwasher	1
2500	Knob commutator/clock (BL)	Knob / Button	Cooker Hood	1
2501	Knob program cpl. BK	Knob / Button	Dishwasher	1
2502	Knob oven WS	Knob / Button	Dishwasher	1
2503	Control panel	Control pannel box	Oven	1
2504	Control panel ASM, silver	Panel	Washing Machine	1
2505	Panel control	Control pannel box	Cooker Hood	1
2506	Panel control	Control pannel box	Cooker Hood	1
2507	Control panel	Panel	Washing Machine	1
2508	Control panel	Panel	Washing Machine	1
2509	Control panel	Control pannel box	Cooker Hood	1
2510	Control panel	Control pannel box	Cooker Hood	1
2511	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2512	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2513	Panel control	Control pannel box	Cooker Hood	1
2514	Control panel	Panel	Washing Machine	1
2515	Panel control assy	Control pannel box	Refrigerator	1
2516	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2517	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2518	Control panel	Control pannel box	Oven	1
2519	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2520	Control panel console	Panel	Washing Machine	1
2521	Control panel; WAK 5550 G	Panel	Washing Machine	1
2522	Control panel ServicePanel	Control pannel box	Dishwasher	1
2523	Control panel Service Panel GSXK 7524/3	Control pannel box	Dishwasher	1
2524	Control panel ADG 5820 NB	Control pannel box	Dishwasher	1
2525	Control panel ADG 13	Control pannel box	Dishwasher	1
2526	Panel control grey flat 7-seg.	Control pannel box	Refrigerator	1
2527	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2528	Panel control white BK 7seg rounded	Control pannel box	Refrigerator	1
2529	Panel control	Control pannel box	Microwave	1
2530	Control panel	Panel	Washing Machine	1
2531	Control panel	Panel	Washing Machine	1
2532	Panel control SI (m-grey) 7 seg. flat	Control pannel box	Freezer	1
2533	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2534	Panel control	Control pannel box	Cooker Hood	1
2535	Control panel	Control pannel box	Cooker Hood	1
2536	Control panel , ADP 4549 IX	Control pannel box	Dishwasher	1
2537	Control panel , ADP 4601/IS	Control pannel box	Dishwasher	1
2538	Control panel , ADP 6949 ECO	Control pannel box	Dishwasher	1
2539	Control panel , ADP 7408/SI	Control pannel box	Dishwasher	1
2540	Control panel , ADP 7669 IX	Control pannel box	Dishwasher	1
2541	Control panel , GSF PRIMELINE 96	Control pannel box	Dishwasher	1
2542	Control panel , GSF6900WH console+inser	Control pannel box	Dishwasher	1
2543	Control panel , GSFH 1680 IN	Control pannel box	Dishwasher	1
2544	Control panel , GSFH 1690 IN	Control pannel box	Dishwasher	1
2545	Control panel , GSFH 1690 WS	Control pannel box	Dishwasher	1
2546	Control panel ,ADP 7331 IX	Control pannel box	Dishwasher	1
2547	Control panel ,ADP 7580 WH	Panel	Washing Machine	1
2548	Control panel ,GSF EXCELLENCE/1 WS	Control pannel box	Dishwasher	1
2549	Control panel ,insert+panel	Panel	Washing Machine	1
2550	Control panel ,panel+insert	Control pannel box	Dishwasher	1
2551	Control panel ,panel+insert	Control pannel box	Dishwasher	1
2552	Control panel ,panel+insert	Control pannel box	Dishwasher	1
2553	Control panel ,panel+insert	Control pannel box	Dishwasher	1
2554	Control panel .ADP 3550	Control pannel box	Dishwasher	1
2555	Control panel ADG 6340/1 WH	Control pannel box	Dishwasher	1
2556	Control panel ADP 4731/5/S	Control pannel box	Dishwasher	1
2557	Control panel ALU	Control pannel box	Dishwasher	1
2558	Control panel ASM	Panel	Washing Machine	1
2559	Control panel AV	Control pannel box	Dishwasher	1
2560	Control panel AWE 6515	Panel	Washing Machine	1
2561	Control panel AWE 6515 UK	Panel	Washing Machine	1
2562	Control panel AWE 7316	Panel	Washing Machine	1
2563	Control panel AWM 1004	Panel	Washing Machine	1
2564	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2565	Control panel AWO/D 4113/P	Panel	Washing Machine	1
2566	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2567	Control panel AWO/D 43106	Panel	Washing Machine	1
2568	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2569	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2570	Control panel AWO/D 4605	Panel	Washing Machine	1
2571	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2572	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2573	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2574	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2575	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2576	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2577	Control panel AWO/R 4205	Panel	Washing Machine	1
2578	Control panel AWZ 3427	Panel	Washing Machine	1
2579	Control panel AWZ 7814	Panel	Washing Machine	1
2580	Control panel AWZ 8228	Panel	Washing Machine	1
2581	Control panel WH	Control pannel box	Dishwasher	1
2582	Control panel WH	Control pannel box	Dishwasher	1
2583	Control panel WH	Control pannel box	Dishwasher	1
2584	Control panel WH	Control pannel box	Dishwasher	1
2585	Control panel WH	Control pannel box	Dishwasher	1
2586	Control panel WH	Panel	Washing Machine	1
2587	Control panel WH	Control pannel box	Dishwasher	1
2588	Control panel WH	Control pannel box	Dishwasher	1
2589	Control panel WH	Control pannel box	Dishwasher	1
2590	Control panel C 835	Control pannel box	Dishwasher	1
2591	Control panel C 869	Control pannel box	Dishwasher	1
2592	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2593	Control panel cpl.	Panel	Washing Machine	1
2594	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2595	Control panel EUT 1000	Panel	Washing Machine	1
2596	Control panel GSFS PRESTIGE	Control pannel box	Dishwasher	1
2597	Control panel GSI 6320/1 K IN	Control pannel box	Dishwasher	1
2598	Panel control IN	Control pannel box	Cooker Hood	1
2599	Control panel INOX	Control pannel box	Dishwasher	1
2600	Control panel INOX	Control pannel box	Dishwasher	1
2601	Control panel INOX	Control pannel box	Dishwasher	1
2602	Control panel INOX	Control pannel box	Dishwasher	1
2603	Panel control INOX	Control pannel box	Cooker Hood	1
2604	Control panel IN	Control pannel box	Microwave	1
2605	Control panel INOX	Control pannel box	Dishwasher	1
2606	Control panel INOX KUEPPERSBUSCH 60CM	Control pannel box	Cooker Hood	1
2607	Control panel BK	Panel	Washing Machine	1
2608	Control panel BK	Panel	Washing Machine	1
2609	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2610	Control panel service part	Control pannel box	Dishwasher	1
2611	Control panel service part	Control pannel box	Dishwasher	1
2612	Control panel service part	Control pannel box	Dishwasher	1
2613	Control panel service part	Control pannel box	Dishwasher	1
2614	Control panel service part	Control pannel box	Dishwasher	1
2615	Control panel service part	Control pannel box	Dishwasher	1
2616	Panel control Silver Ice	Control pannel box	Microwave	1
2617	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2618	Control panel TRAA Excellence/1	Panel	Washing Machine	1
2619	Control panel TRKK 6610	Panel	Washing Machine	1
2620	Control panel WAT Primeline 22Di	Panel	Washing Machine	1
2621	Control panel WAT Primeline 92 Di	Panel	Washing Machine	1
2622	Console ,ADP 6443 GG/1 Atlantic	Unknown	Dishwasher	0
2623	Console ,GSF PL 965	Unknown	Dishwasher	0
2624	Console ,GSF PLATINUM	Unknown	Dishwasher	0
2625	Bottle shelf	Unknown	Freezer	0
2626	Bottle shelf	Unknown	Refrigerator	0
2627	Holder lamp	Unknown	Unknown	0
2628	Water collector	Unknown	Dishwasher	0
2629	Trim grid	Unknown	Refrigerator	0
2630	Trim grid	Unknown	Refrigerator	0
2631	Egg trim	Unknown	Refrigerator	0
2632	Reflector	Unknown	Refrigerator	0
2633	Shelf	Unknown	Refrigerator	0
2634	SHELF	Unknown	Refrigerator	0
2635	Wheel basket lower	Basket wheel	Dishwasher	2
2636	Holder	Unknown	Cooker Hood	0
2637	Support switch	Select support	Cooker Hood	1
2638	Support lamp	Select support	Freezer	1
2639	Control panel support	Control pannel box	Oven	1
2640	Stopper	Unknown	Dishwasher	0
2641	Button	Knob / Button	Refrigerator	1
2642	Holder	Unknown	Unknown	0
2643	Cam	Unknown	Cooker Hood	0
2644	End block	Unknown	Washing Machine	0
2645	Tray compressor	Unknown	Refrigerator	0
2646	Tray ice cubes	Unknown	Refrigerator	0
2647	Stud	Unknown	Freezer	0
2648	Bushing f. Knob	Knob / Button	Washing Machine	1
2649	Bushing	Unknown	Unknown	0
2650	Basket	Basket	Unknown	1
2651	Rebuild set	Unknown	Washing Machine	0
2652	Switch protect.	Unknown	Unknown	0
2653	Lid	Internal Lid	Refrigerator	1
2654	Frame FLD	Unknown	Washing Machine	0
2655	Tube,stabilizer	Unknown	Freezer	0
2656	SPACER	Spacer	Washing Machine	1
2657	Spacer	Spacer	Microwave	1
2658	Spacer	Spacer	Washing Machine	1
2659	Combidosage + reed	Unknown	Dishwasher	0
2660	Dispenserwithouth window	Unknown	Washing Machine	0
2661	Drum lifter	Drum beater	Washing Machine	1
2662	Latch door	Latch	Washing Machine	1
2663	Front panel	Panel	Refrigerator	1
2664	Front panel	Panel	Freezer	1
2665	Lens green	Unknown	Oven	0
2666	Lamp screen	Unknown	Cooker Hood	0
2667	Rail drawer right	Drawer	Refrigerator	1
2668	Rail right bottle rack	Unknown	Freezer	0
2669	Light guide	Unknown	Dishwasher	0
2670	Insert control panel	Control pannel box	Refrigerator	1
2671	Water guide	Water guide	Washing Machine	2
2672	Insert rear Knob	Knob / Button	Washing Machine	1
2673	Insert panel printed	Panel	Refrigerator	1
2674	Insert panel	Panel	Dishwasher	1
2675	Insert f.Handle left side	Handle	Refrigerator	1
2676	Nameplate BAUKNECHT 2008	Unknown	Refrigerator	0
2677	Lever ice,grey	Unknown	Freezer	0
2678	Lever right	Unknown	Dishwasher	0
2679	Handle	Handle	Dishwasher	1
2680	Handle drawer ASM	Detergent Drawer	Washing Machine	1
2681	Handle drawer GW	Detergent Drawer	Washing Machine	1
2682	Handle baking tray	Handle	Oven	1
2683	Handle door	Handle	Refrigerator	1
2684	Door handle	Handle	Oven	1
2685	Knob	Knob / Button	Cooker Hood	1
2686	Knob hob regulation	Knob / Button	Cooker Hood	1
2687	Knob	Knob / Button	Oven	1
2688	Knob	Knob / Button	Cooker Hood	1
2689	Knob hob regulation	Knob / Button	Cooker Hood	1
2690	Knob	Knob / Button	Cooker Hood	1
2691	Knob	Knob / Button	Cooker Hood	1
2692	Knob	Knob / Button	Cooker Hood	1
2693	Knob ,electric	Knob / Button	Cooker Hood	1
2694	KNOB	Knob / Button	Cooker Hood	1
2695	Knob	Knob / Button	Cooker Hood	1
2696	Knob AV	Knob / Button	Dishwasher	1
2697	Knob program cpl. WH	Knob / Button	Dishwasher	1
2698	Knob potentiom.	Knob / Button	Washing Machine	1
2699	Knob SIL	Knob / Button	Dishwasher	1
2700	Knob timeswitch	Knob / Button	Cooker Hood	1
2701	Knob thermostat	Knob / Button	Freezer	1
2702	Knob thermostat	Knob / Button	Refrigerator	1
2703	Knob thermostat WH VBL	Knob / Button	Washing Machine	1
2704	Knob Time	Knob / Button	Cooker Hood	1
2705	Control panel	Panel	Washing Machine	1
2706	Panel control	Control pannel box	Cooker Hood	1
2707	Control panel	Control pannel box	Dishwasher	1
2708	Panel control	Control pannel box	Cooker Hood	1
2709	Control panel	Control pannel box	Oven	1
2710	Control panel assembly IX	Control pannel box	Cooker Hood	1
2711	Control panel GSI 4619 POWER IN	Control pannel box	Dishwasher	1
2712	Control panel pre-assembl.	Control pannel box	Dishwasher	1
2713	Control panel assembly	Control pannel box	Oven	1
2714	Control panel GSI 5572 IN	Control pannel box	Dishwasher	1
2715	Control panel	Control pannel box	Dishwasher	1
2716	Control panel ServicePart GSXP 110 POWER	Control pannel box	Dishwasher	1
2717	Control panel	Panel	Washing Machine	1
2718	Panel control	Control pannel box	Microwave	1
2719	Panel control	Control pannel box	Cooker Hood	1
2720	Panel control	Control pannel box	Cooker Hood	1
2721	Panel control Ampere + supports	Control pannel box	Oven	1
2722	Control panel assembly	Control pannel box	Microwave	1
2723	Panel control	Control pannel box	Cooker Hood	1
2724	Control panel , ADP 5778 IX	Control pannel box	Dishwasher	1
2725	Control panel , ADPY1120WH console+ins.	Control pannel box	Dishwasher	1
2726	Control panel , C1009BL console+insert	Control pannel box	Dishwasher	1
2727	Control panel , GSF HAPPY CLEAN	Control pannel box	Dishwasher	1
2728	Control panel , GSFM 9580 WS console+in	Control pannel box	Dishwasher	1
2729	Control panel , GSFS 5514 WS	Control pannel box	Dishwasher	1
2730	Control panel ,ADG 8280 IX	Control pannel box	Dishwasher	1
2731	Control panel ,ADP 4107 WH	Control pannel box	Dishwasher	1
2732	Control panel ,ADP 4427 WH	Control pannel box	Dishwasher	1
2733	Control panel ,ADP 4737	Control pannel box	Dishwasher	1
2734	Control panel ,ADP 5447	Control pannel box	Dishwasher	1
2735	Control panel ,adp 6838 wh	Control pannel box	Dishwasher	1
2736	Control panel ,ADP 7860 BL	Control pannel box	Dishwasher	1
2737	control panel ,ADP4420	Panel	Washing Machine	1
2738	Control panel ,C 881 BR	Control pannel box	Dishwasher	1
2739	Control panel ,GSF 90 POWER	Control pannel box	Dishwasher	1
2740	Control panel ,GSFS 4211/3WS	Control pannel box	Dishwasher	1
2741	Control panel ,insert+panel	Control pannel box	Dishwasher	1
2742	Control panel ,insert+panel	Control pannel box	Dishwasher	1
2743	PUMP	Pump filter	Dishwasher	1
2744	Control panel ADP 4425 WH	Panel	Washing Machine	1
2745	Control panel ADP 4426 WH	Control pannel box	Dishwasher	1
2746	Control panel ADP 4527 WH	Control pannel box	Dishwasher	1
2747	Control panel ADP 4736 IX	Control pannel box	Dishwasher	1
2748	Control panel ADP 7611/7WH	Control pannel box	Dishwasher	1
2749	Control panel ADP4542WH	Control pannel box	Dishwasher	1
2750	Panel control AMPERE	Control pannel box	Oven	1
2751	Control panel ASM	Panel	Washing Machine	1
2752	Control panel AV	Control pannel box	Dishwasher	1
2753	Control panel AV	Control pannel box	Dishwasher	1
2754	Control panel AV	Control pannel box	Dishwasher	1
2755	Control panel AWV 618/2 GW	Panel	Washing Machine	1
2756	Control panel WH	Control pannel box	Dishwasher	1
2757	Control panel WH	Control pannel box	Dishwasher	1
2758	Control panel WH	Control pannel box	Dishwasher	1
2759	Control panel WH	Control pannel box	Dishwasher	1
2760	Control panel WH	Control pannel box	Dishwasher	1
2761	Control panel WH	Panel	Washing Machine	1
2762	Control panel WH	Control pannel box	Dishwasher	1
2763	Control panel Especial IX 5 en 1	Control pannel box	Dishwasher	1
2764	Control panel FD service-set	Control pannel box	Dishwasher	1
2765	Control panel GSF 1688/ IX	Control pannel box	Dishwasher	1
2766	Control panel GSI 3000 IN	Control pannel box	Dishwasher	1
2767	Control panel GSIK 5240 DI IN	Control pannel box	Dishwasher	1
2768	Control panel GSIK 6518/1 WS	Control pannel box	Dishwasher	1
2769	Control panel GSIP 6143 TR PT	Control pannel box	Dishwasher	1
2770	Control panel GW	Panel	Washing Machine	1
2771	Control panel IN	Control pannel box	Cooker Hood	1
2772	Control panel IN	Panel	Washing Machine	1
2773	Control panel INOX	Control pannel box	Dishwasher	1
2774	Control panel INOX	Control pannel box	Dishwasher	1
2775	Control panel INOX	Control pannel box	Dishwasher	1
2776	Control panel INOX	Panel	Washing Machine	1
2777	Control panel INOX	Control pannel box	Dishwasher	1
2778	Control panel INOX	Control pannel box	Dishwasher	1
2779	Control panel INOX	Panel	Washing Machine	1
2780	Control panel BK	Control pannel box	Dishwasher	1
2781	Control panel BK	Control pannel box	Dishwasher	1
2782	Control panel BK	Control pannel box	Dishwasher	1
2783	Control panel BK	Control pannel box	Dishwasher	1
2784	Control panel service part	Control pannel box	Dishwasher	1
2785	Control panel service part	Control pannel box	Dishwasher	1
2786	Control panel service part	Control pannel box	Dishwasher	1
2787	Control panel service part	Control pannel box	Dishwasher	1
2788	Control panel service part	Control pannel box	Dishwasher	1
2789	Control panel service part	Control pannel box	Dishwasher	1
2790	Control panel Service SET	Control pannel box	Dishwasher	1
2791	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2792	Console ,ADP 6741 Atlantic	Unknown	Dishwasher	0
2793	Console ,GSF EXELLENCE PC Atlanti	Unknown	Dishwasher	0
2794	Console ,GSFP 6142 DI Atlantic	Unknown	Dishwasher	0
2795	Console ,set ADP 8900 IX	Unknown	Dishwasher	0
2796	Lampholder	Unknown	Refrigerator	0
2797	Bottle shelf	Unknown	Refrigerator	0
2798	Egg trim	Unknown	Refrigerator	0
2799	Protector ,knobs	Unknown	Washing Machine	0
2800	Protector ,LEFT Black Atlantic	Unknown	Dishwasher	0
2801	Protector ,RIGHT Black Atlantic	Unknown	Dishwasher	0
2802	Protector door LUSTRAN 32 + Foil	Unknown	Washing Machine	0
2803	Shelf right	Unknown	Refrigerator	0
2804	Plate handle WH	Handle	Dishwasher	1
2805	Flap right	Unknown	Freezer	0
2806	Flap f. door dairy	Unknown	Unknown	0
2807	Support Control panel VBL	Bracket / support	Washing Machine	1
2808	Holder	Unknown	Microwave	0
2809	Push button cap	Cap rod suspension	Dishwasher	1
2810	Push button cap on/off	Cap rod suspension	Dishwasher	1
2811	Button ,on/off	Knob / Button	Dishwasher	1
2812	Button Start Delay	Knob / Button	Washing Machine	1
2813	Button START	Knob / Button	Dishwasher	1
2814	Button Start/Stop	Knob / Button	Microwave	1
2815	Dispenser	Unknown	Washing Machine	0
2816	Plinth rounded SIL	Unknown	Dishwasher	0
2817	DRUM LIFTER	Drum beater	Washing Machine	1
2818	Corner piece WH ri	Unknown	Dishwasher	0
2819	Tray icecubes printed	Unknown	Refrigerator	0
2820	Batten SILV	Unknown	Dishwasher	0
2821	Cap program knob	Cap rod suspension	Dishwasher	1
2822	Basket	Basket	Unknown	1
2823	Cover	External cover	Refrigerator	1
2824	Cover evaporator	Unknown	Freezer	0
2825	Cover	External cover	Cooker Hood	1
2826	Cover ,egg container	External cover	Unknown	1
2827	Cover Thermostat	External cover	Refrigerator	1
2828	Cover hinge	External cover	Refrigerator	1
2829	Cover hinge	External cover	Refrigerator	1
2830	Frame	Unknown	Refrigerator	0
2831	FRAME	Unknown	Refrigerator	0
2832	Glassdoor frame + Protector silver	Unknown	Washing Machine	0
2833	Glassdoor frame IG VBL	Unknown	Washing Machine	0
2834	Fastener evaporator	Unknown	Refrigerator	0
2835	Soap dispenser cpl. 3 ch.	Unknown	Washing Machine	0
2836	Air diffuser	Air guide	Refrigerator	1
2837	Front	Unknown	Refrigerator	0
2838	Front panel	Panel	Refrigerator	1
2839	Front panel	Panel	Unknown	1
2840	Light guide	Unknown	Dishwasher	0
2841	Insert	Unknown	Freezer	0
2842	Filling piece door	Unknown	Washing Machine	0
2843	LFL SP E TERMOPAR ROSCADO NR	Unknown	Washing Machine	0
2844	Front trim	Unknown	Oven	0
2845	Handle	Knob/Handle support	Freezer	1
2846	Handle	Handle	Unknown	1
2847	Handle drawer ASM	Detergent Drawer	Washing Machine	1
2848	Handle door	Handle	Refrigerator	1
2849	Door handle	Handle	Refrigerator	1
2850	Plate handle SIL-MET.	Handle	Dishwasher	1
2851	Knob switch	Knob / Button	Cooker Hood	1
2852	Knob regulation	Knob / Button	Oven	1
2853	Knob potentiom.	Knob / Button	Washing Machine	1
2854	Knob oven/grill	Knob / Button	Cooker Hood	1
2855	Knob	Knob / Button	Dishwasher	1
2856	Knob	Knob / Button	Cooker Hood	1
2857	KNOB	Knob / Button	Cooker Hood	1
2858	Knob ALU	Knob / Button	Cooker Hood	1
2859	Knob	Knob / Button	Cooker Hood	1
2860	Knob	Knob / Button	Cooker Hood	1
2861	Knob	Knob / Button	Cooker Hood	1
2862	Knob	Knob / Button	Cooker Hood	1
2863	Knob	Knob / Button	Cooker Hood	1
2864	Knob	Knob / Button	Cooker Hood	1
2865	Knob GW	Knob / Button	Washing Machine	1
2866	Knob Oven	Knob / Button	Cooker Hood	1
2867	Knob program cpl. SILV	Knob / Button	Dishwasher	1
2868	Knob program WH	Knob / Button	Dishwasher	1
2869	Knob black	Knob / Button	Cooker Hood	1
2870	Panel control	Control pannel box	Cooker Hood	1
2871	Control panel ,+ holder	Control pannel box	Cooker Hood	1
2872	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2873	Panel control	Control pannel box	Cooker Hood	1
2874	Panel control cpl.	Control pannel box	Oven	1
2875	Panel control	Control pannel box	Cooker Hood	1
2876	Panel control	Control pannel box	Cooker Hood	1
2877	Control panel set KA	Control pannel box	Refrigerator	1
2878	Panel control IX	Control pannel box	Cooker Hood	1
2879	Control panel assembly	Control pannel box	Cooker Hood	1
2880	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2881	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2882	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2883	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2884	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2885	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2886	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2887	Control panel PDSI 5081/1 A	Control pannel box	Dishwasher	1
2888	Control panel	Control pannel box	Dishwasher	1
2889	Control panel PDSI 5081/1 X	Control pannel box	Dishwasher	1
2890	Control panel GSIE 100 POWER PT	Control pannel box	Dishwasher	1
2891	Control panel	Control pannel box	Refrigerator	1
2892	panel control	Control pannel box	Microwave	1
2893	Control panel	Panel	Washing Machine	1
2894	Panel control	Control pannel box	Cooker Hood	1
2895	Control panel	Panel	Washing Machine	1
2896	Panel control	Control pannel box	Oven	1
2897	Control panel	Control pannel box	Refrigerator	1
2898	Control panel + handle drawer	Detergent Drawer	Washing Machine	1
2899	Panel control	Control pannel box	Oven	1
2900	Control panel	Control pannel box	Cooker Hood	1
2901	Control panel	Control pannel box	Unknown	1
2902	Control panel , ADG 8282/1	Control pannel box	Dishwasher	1
2903	Control panel , ADG 8531 WH	Control pannel box	Dishwasher	1
2904	Control panel , ADP 4738 WH	Control pannel box	Dishwasher	1
2905	Control panel , ADP 5777	Control pannel box	Dishwasher	1
2906	Control panel , ADP 6529 WH	Control pannel box	Dishwasher	1
2907	Control panel , ADP 7540 WH	Control pannel box	Dishwasher	1
2908	Control panel , ADP 7560 BL	Control pannel box	Dishwasher	1
2909	Control panel , ADP 7609	Control pannel box	Dishwasher	1
2910	Control panel , ADP 7609 S	Control pannel box	Dishwasher	1
2911	Control panel , ADP 8312/1 SL	Control pannel box	Dishwasher	1
2912	Control panel , ADP 8332/1 IX	Control pannel box	Dishwasher	1
2913	Control panel , ADPT5985IX console+ins.	Control pannel box	Dishwasher	1
2914	Control panel , ADPY0100WH console+ins.	Control pannel box	Dishwasher	1
2915	Control panel , GSU 5639/1 WS	Control pannel box	Dishwasher	1
2916	Control panel , LPA 57/9	Control pannel box	Dishwasher	1
2917	Control panel , panel+insert	Control pannel box	Dishwasher	1
2918	Control panel ,ADG 6240 IX	Control pannel box	Dishwasher	1
2919	Control panel ,ADG 686 NB	Control pannel box	Dishwasher	1
2920	Control panel ,ADG 696 IX	Control pannel box	Dishwasher	1
2921	Control panel ,ADG 8531 IX	Control pannel box	Dishwasher	1
2922	Control panel ,ADG SPACE NB	Control pannel box	Dishwasher	1
2923	Control panel ,ADP 4601 WH	Panel	Washing Machine	1
2924	Control panel ,ADP 4617 WH	Control pannel box	Dishwasher	1
2925	Control panel ,ADP 4737 IX	Control pannel box	Dishwasher	1
2926	Control panel ,ADP 6638 BR	Control pannel box	Dishwasher	1
2927	Control panel ,ADP 7509 WH	Control pannel box	Dishwasher	1
2928	Control panel ,ADP 7868 BL	Control pannel box	Dishwasher	1
2929	Control panel ,C 8802 BL	Control pannel box	Dishwasher	1
